sample_id,label,binary_target,severity_ordinal,repository,commit_hash,path,start_line,end_line,code_name,wmc,cbo,lcom,rfc,dit,loc,cc_max,nom,nof,cida,coa,method_loc_max,method_loc_avg,method_param_max,foreign_method_calls,foreign_field_accesses,local_field_accesses,accessed_foreign_class_count,envy_method_ratio,jdeodorant_signal,iplasma_signal,designite_signal,jspirit_signal,code_churn,volatility,bug_fix_ratio,author_count,hotspot_proxy,evolution_intensity
5784280,FEATURE_ENVY,0,0,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,/tez-dag/src/main/java/org/apache/tez/dag/app/dag/RootInputInitializerManager.java,297,302,org.apache.tez.dag.app.dag.RootInputInitializerManager.InputInitializerCallback.InputInitializerCallback InitializerWrapper|EventHandler|TezVertexID,54.0,86.0,0.7285714285714286,110.0,0.0,376.0,9.0,21.0,35.0,0.990909090909091,0.23972602739726026,31.0,7.666666666666667,3.0,35.0,0.0,111.0,8.0,0.047619047619047616,0.0,0.0,0.0,0.0,760.0,1.5248450264110898,0.0625,4.0,0.0,0.0
5782140,LONG_METHOD,0,0,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,/tez-dag/src/main/java/org/apache/tez/dag/app/dag/impl/VertexImpl.java,4639,4645,org.apache.tez.dag.app.dag.impl.VertexImpl.NoOpVertexManager#onVertexManagerEventReceived VertexManagerEvent,1.0,20.0,0.0,33.0,1.0,80.0,1.0,1.0,5.0,1.0,0.5,4.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,15458.0,2.614149086373584,0.08239700374531835,16.0,0.0,0.0
5782140,FEATURE_ENVY,0,0,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,/tez-dag/src/main/java/org/apache/tez/dag/app/dag/impl/VertexImpl.java,4639,4645,org.apache.tez.dag.app.dag.impl.VertexImpl.NoOpVertexManager#onVertexManagerEventReceived VertexManagerEvent,1.0,20.0,0.0,33.0,1.0,80.0,1.0,1.0,5.0,1.0,0.5,4.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,15458.0,2.614149086373584,0.08239700374531835,16.0,0.0,0.0
5788107,LONG_METHOD,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,531,534,org.apache.tika.parser.ocr.TesseractOCRConfig#getImageMagickPath,82.0,42.0,0.9458937198067633,73.0,0.0,331.0,5.0,46.0,22.0,1.0,0.0364963503649635,48.0,4.456521739130435,3.0,5.0,0.0,132.0,2.0,0.021739130434782608,0.0,0.0,0.0,0.0,1715.0,2.4326476803509474,0.35714285714285715,11.0,0.0,0.0
5788107,FEATURE_ENVY,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,531,534,org.apache.tika.parser.ocr.TesseractOCRConfig#getImageMagickPath,82.0,42.0,0.9458937198067633,73.0,0.0,331.0,5.0,46.0,22.0,1.0,0.0364963503649635,48.0,4.456521739130435,3.0,5.0,0.0,132.0,2.0,0.021739130434782608,0.0,0.0,0.0,0.0,1715.0,2.4326476803509474,0.35714285714285715,11.0,0.0,0.0
5793029,GOD_CLASS,1,1,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-core/src/main/java/org/apache/tika/language/LanguageProfile.java,224,311,org.apache.tika.language.LanguageProfile.Interleaved,18.0,10.0,0.48888888888888893,20.0,0.0,76.0,5.0,10.0,6.0,1.0,0.02,18.0,5.0,4.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,946.0,0.7748983997360054,0.3333333333333333,5.0,0.0,0.0
5786274,GOD_CLASS,1,1,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,40,120,org.apache.tika.sax.xpath.XPathParser,12.0,13.0,1.0,17.0,0.0,42.0,11.0,2.0,0.0,0.0,0.0,30.0,15.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.5770156279143586,0.25,2.0,0.0,0.0
5789396,GOD_CLASS,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java,43,85,org.apache.tika.parser.multiple.SupplementingParser,2.0,19.0,0.0,8.0,1.0,27.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.8416247263362482,0.0,2.0,0.0,0.0
5790359,GOD_CLASS,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/chm/lzx/ChmLzxBlock.java,38,913,org.apache.tika.parser.chm.lzx.ChmLzxBlock,25.0,38.0,0.85,79.0,0.0,754.0,5.0,16.0,67.0,1.0,0.0,33.0,4.5,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.0,1.2484846838679642,0.25,6.0,0.0,0.0
5793952,FEATURE_ENVY,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java,143,162,org.apache.tika.parser.journal.TEIDOMParser#getMetadataFullAffiliations List<Author>,138.0,35.0,0.9271186440677966,89.0,0.0,568.0,8.0,60.0,17.0,0.9869281045751634,0.1506849315068493,27.0,6.25,3.0,33.0,0.0,186.0,6.0,0.05,0.0,0.0,0.0,0.0,888.0,0.9842342342342343,0.0,1.0,0.0,0.0
5793952,LONG_METHOD,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java,143,162,org.apache.tika.parser.journal.TEIDOMParser#getMetadataFullAffiliations List<Author>,138.0,35.0,0.9271186440677966,89.0,0.0,568.0,8.0,60.0,17.0,0.9869281045751634,0.1506849315068493,27.0,6.25,3.0,33.0,0.0,186.0,6.0,0.05,0.0,0.0,0.0,0.0,888.0,0.9842342342342343,0.0,1.0,0.0,0.0
5790828,LONG_METHOD,0,0,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java,248,266,org.apache.tika.parser.microsoft.WordExtractor#handleHeaderFooter Range[]|String|HWPFDocument|PicturesSource|PicturesTable|XHTMLContentHandler,29.0,64.0,0.8681318681318682,117.0,1.0,540.0,6.0,14.0,64.0,1.0,0.02,27.0,5.285714285714286,2.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,2327.0,3.087728157442256,0.2727272727272727,11.0,0.0,0.0
5790828,FEATURE_ENVY,1,1,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java,248,266,org.apache.tika.parser.microsoft.WordExtractor#handleHeaderFooter Range[]|String|HWPFDocument|PicturesSource|PicturesTable|XHTMLContentHandler,29.0,64.0,0.8681318681318682,117.0,1.0,540.0,6.0,14.0,64.0,1.0,0.02,27.0,5.285714285714286,2.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,2327.0,3.087728157442256,0.2727272727272727,11.0,0.0,0.0
5799022,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,32,96,org.apache.tapestry5.corelib.base.AbstractConditional,0.0,7.0,0.0,10.0,0.0,31.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.2933799258737013,0.0,4.0,0.0,0.0
5799314,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,26,126,org.apache.tapestry5.internal.services.RequestSecurityManagerImpl,8.0,18.0,0.6666666666666667,13.0,0.0,66.0,4.0,3.0,10.0,1.0,0.2857142857142857,13.0,8.0,1.0,4.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,278.0,0.8696856850774491,0.0,3.0,0.0,0.0
5798354,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,736,739,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean,40.0,245.0,0.34769230769230774,84.0,0.0,465.0,10.0,26.0,8.0,1.0,0.0,26.0,2.730769230769231,7.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4291.0,0.7592160415127127,0.0,4.0,0.0,0.0
5798354,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,736,739,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean,40.0,245.0,0.34769230769230774,84.0,0.0,465.0,10.0,26.0,8.0,1.0,0.0,26.0,2.730769230769231,7.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4291.0,0.7592160415127127,0.0,4.0,0.0,0.0
5798489,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,36,39,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean,2.0,6.0,1.0,6.0,1.0,19.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0
5798489,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,36,39,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean,2.0,6.0,1.0,6.0,1.0,19.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0
5799553,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/AnnotationBuilder.java,38,54,org.apache.tapestry5.internal.plastic.AnnotationBuilder.AnnotationValueHandler#invoke Object|Method|Object[],0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.2342390176814464,0.0,2.0,0.0,0.0
5799553,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/AnnotationBuilder.java,38,54,org.apache.tapestry5.internal.plastic.AnnotationBuilder.AnnotationValueHandler#invoke Object|Method|Object[],0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.2342390176814464,0.0,2.0,0.0,0.0
5800930,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,101,104,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize,4.0,4.0,0.33333333333333337,5.0,0.0,29.0,2.0,3.0,2.0,1.0,0.0,5.0,2.3333333333333335,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.3067589479457064,0.0,4.0,0.0,0.0
5800930,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,101,104,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize,4.0,4.0,0.33333333333333337,5.0,0.0,29.0,2.0,3.0,2.0,1.0,0.0,5.0,2.3333333333333335,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.3067589479457064,0.0,4.0,0.0,0.0
5801572,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/DelegatingAnnotationAccess.java,13,49,org.apache.tapestry5.internal.plastic.DelegatingAnnotationAccess,5.0,6.0,0.6666666666666667,4.0,0.0,26.0,2.0,3.0,2.0,1.0,0.5,4.0,2.6666666666666665,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.9183673469387755,0.0,2.0,0.0,0.0
5798002,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/pages/T5Dashboard.java,27,78,org.apache.tapestry5.corelib.pages.T5Dashboard,2.0,8.0,0.0,9.0,1.0,35.0,1.0,2.0,7.0,1.0,0.2,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,1.1209151987337742,0.0,2.0,0.0,0.0
5798457,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/pageload/DefaultComponentResourceLocator.java,29,65,org.apache.tapestry5.internal.pageload.DefaultComponentResourceLocator,4.0,9.0,1.0,12.0,0.0,24.0,2.0,3.0,1.0,1.0,0.5,12.0,4.666666666666667,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0.7576469484397169,0.0,2.0,0.0,0.0
5794903,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/VersionUtils.java,23,73,org.apache.tapestry5.VersionUtils,4.0,6.0,0.0,9.0,0.0,22.0,4.0,1.0,0.0,0.0,0.0,19.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.2797834468427476,0.25,3.0,0.0,0.0
5801932,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/TapestryInternalUtils.java,402,431,org.apache.tapestry5.internal.TapestryInternalUtils.toAsset2 Asset,73.0,52.0,0.9990749306197965,88.0,0.0,297.0,5.0,47.0,6.0,1.0,0.0,33.0,5.340425531914893,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.0,2.1919376952108722,0.027777777777777776,7.0,0.0,0.0
5801932,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/TapestryInternalUtils.java,402,431,org.apache.tapestry5.internal.TapestryInternalUtils.toAsset2 Asset,73.0,52.0,0.9990749306197965,88.0,0.0,297.0,5.0,47.0,6.0,1.0,0.0,33.0,5.340425531914893,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.0,2.1919376952108722,0.027777777777777776,7.0,0.0,0.0
5802620,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/structure/ComponentPageElementImpl.java,189,216,org.apache.tapestry5.internal.structure.ComponentPageElementImpl.BeginRenderPhase,3.0,7.0,1.0,15.0,1.0,19.0,2.0,2.0,0.0,0.0,1.0,5.0,4.5,3.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,3743.0,2.4672270529806357,0.06,9.0,0.0,0.0
5805223,GOD_CLASS,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/internal/ServiceBinderImpl.java,35,358,org.apache.tapestry5.ioc.internal.ServiceBinderImpl,32.0,40.0,0.6485507246376812,62.0,0.0,234.0,3.0,24.0,18.0,0.9716981132075472,0.15789473684210525,28.0,6.375,2.0,21.0,0.0,112.0,5.0,0.0,0.0,0.0,0.0,0.0,676.0,1.488962460359915,0.08333333333333333,4.0,0.0,0.0
5828468,GOD_CLASS,1,2,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java,40,434,org.apache.unomi.mailchimp.services.internal.MailChimpServiceImpl,75.0,76.0,0.6339869281045751,51.0,0.0,341.0,16.0,18.0,42.0,1.0,0.0,63.0,14.277777777777779,4.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0.81327008461776,0.0,2.0,0.0,0.0
5828122,GOD_CLASS,0,0,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/tools/shell-commands/src/main/java/org/apache/unomi/shell/migration/impl/MigrationTo122.java,30,74,org.apache.unomi.shell.migration.impl.MigrationTo122,3.0,11.0,1.0,9.0,0.0,35.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.107279051254549,0.25,2.0,0.0,0.0
5828765,FEATURE_ENVY,0,0,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,1158,1167,org.apache.unomi.persistence.elasticsearch.ElasticSearchPersistenceServiceImpl#getPropertyMapping String|String,383.0,200.0,0.7956885456885456,397.0,0.0,1619.0,35.0,112.0,61.0,1.0,0.09906542056074766,128.0,13.169642857142858,7.0,53.0,0.0,482.0,9.0,0.017857142857142856,0.0,0.0,0.0,0.0,4408.0,2.734372682430659,0.24285714285714285,8.0,0.0,0.0
5828765,LONG_METHOD,0,0,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,1158,1167,org.apache.unomi.persistence.elasticsearch.ElasticSearchPersistenceServiceImpl#getPropertyMapping String|String,383.0,200.0,0.7956885456885456,397.0,0.0,1619.0,35.0,112.0,61.0,1.0,0.09906542056074766,128.0,13.169642857142858,7.0,53.0,0.0,482.0,9.0,0.017857142857142856,0.0,0.0,0.0,0.0,4408.0,2.734372682430659,0.24285714285714285,8.0,0.0,0.0
5839770,GOD_CLASS,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,630,638,org.apache.catalina.tribes.group.interceptors.EncryptInterceptor.ChannelConfigException,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.0,1.493701026835813,0.3,3.0,0.0,0.0
5841731,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/startup/VersionLoggerListener.java,55,57,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean,16.0,17.0,0.6428571428571428,27.0,0.0,74.0,8.0,8.0,5.0,1.0,0.3888888888888889,43.0,6.5,1.0,28.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,220.0,0.49543369430686224,0.6,2.0,0.0,0.0
5841731,FEATURE_ENVY,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/startup/VersionLoggerListener.java,55,57,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean,16.0,17.0,0.6428571428571428,27.0,0.0,74.0,8.0,8.0,5.0,1.0,0.3888888888888889,43.0,6.5,1.0,28.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,220.0,0.49543369430686224,0.6,2.0,0.0,0.0
