sample_id,label,binary_target,severity_ordinal,repository,commit_hash,path,start_line,end_line,code_name
5798354,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,736,739,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean
5798354,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,736,739,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean
5798489,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,36,39,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean
5798489,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,36,39,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean
5800930,LONG_METHOD,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,101,104,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize
5800930,FEATURE_ENVY,0,0,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,101,104,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize
5812130,GOD_CLASS,0,0,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java,217,222,org.apache.tinkerpop.gremlin.process.traversal.step.util.event.Event.ElementPropertyChangedEvent
5809960,FEATURE_ENVY,0,0,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java,189,192,org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource#withSideEffect String|Supplier<A>|BinaryOperator<A>
5809960,LONG_METHOD,0,0,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java,189,192,org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource#withSideEffect String|Supplier<A>|BinaryOperator<A>
5822090,GOD_CLASS,1,1,git@github.com:apache/uima-ruta.git,08efb111a775b4ba01cf048ac699aa9c22188325,/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java,37,136,org.apache.uima.ruta.action.TrimAction
5828765,LONG_METHOD,0,0,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,1158,1167,org.apache.unomi.persistence.elasticsearch.ElasticSearchPersistenceServiceImpl#getPropertyMapping String|String
5828765,FEATURE_ENVY,0,0,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,1158,1167,org.apache.unomi.persistence.elasticsearch.ElasticSearchPersistenceServiceImpl#getPropertyMapping String|String
5828468,GOD_CLASS,1,2,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java,40,434,org.apache.unomi.mailchimp.services.internal.MailChimpServiceImpl
5839091,GOD_CLASS,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/valves/AbstractAccessLogValve.java,1535,1564,org.apache.catalina.valves.AbstractAccessLogValve.SessionAttributeElement
5839770,GOD_CLASS,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,630,638,org.apache.catalina.tribes.group.interceptors.EncryptInterceptor.ChannelConfigException
5827650,GOD_CLASS,0,0,git@github.com:apache/uima-ruta.git,08efb111a775b4ba01cf048ac699aa9c22188325,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java,29,85,org.apache.uima.ruta.cde.ui.DocumentTableLabelProvider
5841731,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/startup/VersionLoggerListener.java,55,57,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean
5841731,FEATURE_ENVY,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/startup/VersionLoggerListener.java,55,57,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean
5840527,FEATURE_ENVY,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/el/parser/ELParser.java,140,168,org.apache.el.parser.ELParser#DynamicExpression
5840527,LONG_METHOD,1,1,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/el/parser/ELParser.java,140,168,org.apache.el.parser.ELParser#DynamicExpression
5839532,FEATURE_ENVY,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/util/net/SSLHostConfig.java,818,834,org.apache.tomcat.util.net.SSLHostConfig.adjustRelativePath String
5839532,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/util/net/SSLHostConfig.java,818,834,org.apache.tomcat.util.net.SSLHostConfig.adjustRelativePath String
5855407,GOD_CLASS,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,33,55,org.apache.tomcat.dbcp.dbcp2.managed.XAConnectionFactory
5839980,FEATURE_ENVY,1,1,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,94,121,org.apache.tomcat.util.descriptor.web.ContextResourceLink#equals Object
5839980,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,94,121,org.apache.tomcat.util.descriptor.web.ContextResourceLink#equals Object
5855589,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/ha/session/DeltaSession.java,412,418,org.apache.catalina.ha.session.DeltaSession#endAccess
5855589,FEATURE_ENVY,1,1,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/ha/session/DeltaSession.java,412,418,org.apache.catalina.ha.session.DeltaSession#endAccess
5855387,LONG_METHOD,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java,1085,1093,"org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource#setPerUserTestWhileIdle Map<String, Boolean>"
5855387,FEATURE_ENVY,0,0,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java,1085,1093,"org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource#setPerUserTestWhileIdle Map<String, Boolean>"
5857311,LONG_METHOD,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-tools/src/main/java/org/apache/uima/tools/viewer/CasTreeViewer.java,381,389,org.apache.uima.tools.viewer.CasTreeViewer.getText String
5857311,FEATURE_ENVY,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-tools/src/main/java/org/apache/uima/tools/viewer/CasTreeViewer.java,381,389,org.apache.uima.tools.viewer.CasTreeViewer.getText String
5857044,GOD_CLASS,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java,28,42,org.apache.uima.tools.cvd.control.FileSaveEventHandler
5858827,LONG_METHOD,0,0,git@github.com:apache/velocity-engine.git,c85f3e586f00fea89dc21253d017baa180957b75,/velocity-engine-core/src/main/java/org/apache/velocity/util/introspection/DeprecatedCheckUberspector.java,38,43,org.apache.velocity.util.introspection.DeprecatedCheckUberspector#init
5858827,FEATURE_ENVY,0,0,git@github.com:apache/velocity-engine.git,c85f3e586f00fea89dc21253d017baa180957b75,/velocity-engine-core/src/main/java/org/apache/velocity/util/introspection/DeprecatedCheckUberspector.java,38,43,org.apache.velocity.util.introspection.DeprecatedCheckUberspector#init
5866628,GOD_CLASS,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-ep-cas-editor/src/main/java/org/apache/uima/caseditor/editor/action/WideLeftAnnotationSideAction.java,35,90,org.apache.uima.caseditor.editor.action.WideLeftAnnotationSideAction
5871455,GOD_CLASS,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/jVinci/src/main/java/org/apache/vinci/transport/ErrorFrame.java,28,35,org.apache.vinci.transport.ErrorFrame
5875400,GOD_CLASS,0,0,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java,33,84,org.apache.usergrid.persistence.graph.SearchByEdgeType
5875574,FEATURE_ENVY,0,0,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/rest/src/main/java/org/apache/usergrid/rest/management/users/UserResource.java,362,364,org.apache.usergrid.rest.management.users.UserResource#getToken
5875574,LONG_METHOD,0,0,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/rest/src/main/java/org/apache/usergrid/rest/management/users/UserResource.java,362,364,org.apache.usergrid.rest.management.users.UserResource#getToken
5884892,GOD_CLASS,1,2,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java,55,450,org.apache.usergrid.batch.service.JobSchedulerService
5894781,GOD_CLASS,0,0,git@github.com:apache/webservices-xmlschema.git,f189e891c88298f52f92cfe8f24dccb809e05607,/xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java,28,29,org.apache.ws.commons.schema.XmlSchemaChoiceMember
5894436,GOD_CLASS,0,0,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java,20,22,org.apache.usergrid.security.shiro.credentials.AdminUserCredentials
5898336,GOD_CLASS,0,0,git@github.com:apache/xml-graphics-commons.git,dabbb28ff2d80efad587b84b16c73f54379cd514,/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java,32,50,org.apache.xmlgraphics.java2d.AbstractGraphicsConfiguration
5870863,GOD_CLASS,0,0,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java,30,109,org.apache.uima.cas.impl.ShortArrayFSImpl
5905362,GOD_CLASS,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java,29,285,org.apache.xalan.xsltc.runtime.ErrorMessages_zh
5904263,LONG_METHOD,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xml/dtm/ref/DTMNodeProxy.java,967,970,org.apache.xml.dtm.ref.DTMNodeProxy#splitText int
5904263,FEATURE_ENVY,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xml/dtm/ref/DTMNodeProxy.java,967,970,org.apache.xml.dtm.ref.DTMNodeProxy#splitText int
5905498,GOD_CLASS,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/lib/ExsltBase.java,32,84,org.apache.xalan.lib.ExsltBase
5904455,LONG_METHOD,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xml/utils/UnImplNode.java,323,329,org.apache.xml.utils.UnImplNode#hasAttribute String
5904841,LONG_METHOD,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/xsltc/compiler/util/IntType.java,286,289,org.apache.xalan.xsltc.compiler.util.IntType#GE boolean
5904841,FEATURE_ENVY,0,0,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/xsltc/compiler/util/IntType.java,286,289,org.apache.xalan.xsltc.compiler.util.IntType#GE boolean
5922177,LONG_METHOD,1,1,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java,130,156,org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String
5922177,FEATURE_ENVY,1,1,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java,130,156,org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String
5938889,GOD_CLASS,1,1,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,46,258,org.apache.zookeeper.inspector.gui.ZooInspectorPanel
5939437,LONG_METHOD,0,0,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/container/openejb-loader/src/main/java/org/apache/openejb/loader/SystemInstance.java,176,181,org.apache.openejb.loader.SystemInstance#setProperty String|String|boolean
5939437,FEATURE_ENVY,0,0,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/container/openejb-loader/src/main/java/org/apache/openejb/loader/SystemInstance.java,176,181,org.apache.openejb.loader.SystemInstance#setProperty String|String|boolean
5935402,GOD_CLASS,0,0,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java,25,123,org.apache.zeppelin.spark.SparkVersion
5939683,LONG_METHOD,0,0,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/container/openejb-core/src/main/java/org/apache/openejb/config/RemoteServer.java,141,143,org.apache.openejb.config.RemoteServer#setPortStartup int
5939683,FEATURE_ENVY,0,0,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/container/openejb-core/src/main/java/org/apache/openejb/config/RemoteServer.java,141,143,org.apache.openejb.config.RemoteServer#setPortStartup int
5939954,FEATURE_ENVY,1,2,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java,75,213,org.apache.zookeeper.graph.JsonGenerator.JsonGenerator LogIterator
5939954,LONG_METHOD,1,3,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java,75,213,org.apache.zookeeper.graph.JsonGenerator.JsonGenerator LogIterator
5971146,GOD_CLASS,0,0,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java,483,488,org.apache.openejb.server.control.StandaloneServer.StopException
6002683,GOD_CLASS,0,0,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java,30,170,org.apache.wss4j.policy.model.Trust13
6005367,LONG_METHOD,0,0,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java,102,105,org.apache.wss4j.policy.model.Trust10#cloneAssertion Policy
6005367,FEATURE_ENVY,0,0,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java,102,105,org.apache.wss4j.policy.model.Trust10#cloneAssertion Policy
6133230,LONG_METHOD,0,0,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/plugins/org.eclipse.dltk.ui/ui refactoring/org/eclipse/dltk/internal/ui/refactoring/reorg/RenameRefactoringWizard.java,39,46,org.eclipse.dltk.internal.ui.refactoring.reorg.RenameRefactoringWizard#addUserInputPages
6133230,FEATURE_ENVY,1,1,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/plugins/org.eclipse.dltk.ui/ui refactoring/org/eclipse/dltk/internal/ui/refactoring/reorg/RenameRefactoringWizard.java,39,46,org.eclipse.dltk.internal.ui.refactoring.reorg.RenameRefactoringWizard#addUserInputPages
6005399,GOD_CLASS,0,0,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java,77,219,org.apache.wss4j.binding.wsu10.TimestampType
6009975,GOD_CLASS,0,0,git@github.com:cloudfoundry/java-buildpack-dependency-builder.git,d15085bcf74312af19ad40bee847e43c3b4e32ee,/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java,19,21,org.cloudfoundry.dependency.resource.pivotalnetwork.PivotalNetworkInParams
6010673,LONG_METHOD,0,0,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/client/_ReactorCloudFoundryClient.java,366,370,org.cloudfoundry.reactor.client._ReactorCloudFoundryClient#stacks
6010673,FEATURE_ENVY,0,0,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/client/_ReactorCloudFoundryClient.java,366,370,org.cloudfoundry.reactor.client._ReactorCloudFoundryClient#stacks
6009570,LONG_METHOD,0,0,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,/jprotobuf-rpc-registry-redis/src/main/java/com/baidu/pbrpc/register/redis/JedisPool.java,53,55,com.baidu.pbrpc.register.redis.JedisPool.JedisPool GenericObjectPoolConfig|String|int
6009570,FEATURE_ENVY,0,0,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,/jprotobuf-rpc-registry-redis/src/main/java/com/baidu/pbrpc/register/redis/JedisPool.java,53,55,com.baidu.pbrpc.register.redis.JedisPool.JedisPool GenericObjectPoolConfig|String|int
5939530,LONG_METHOD,0,0,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-server/src/main/java/org/apache/zookeeper/server/auth/KerberosName.java,287,295,org.apache.zookeeper.server.auth.KerberosName.Rule.replaceSubstitution String|Pattern|String|boolean
5939530,FEATURE_ENVY,1,3,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-server/src/main/java/org/apache/zookeeper/server/auth/KerberosName.java,287,295,org.apache.zookeeper.server.auth.KerberosName.Rule.replaceSubstitution String|Pattern|String|boolean
6009432,GOD_CLASS,0,0,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java,28,145,com.baidu.jprotobuf.pbrpc.ErrorDataException
6012953,GOD_CLASS,0,0,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java,33,61,org.cloudfoundry.client.v2.applications._ApplicationInstancesResponse
6133656,GOD_CLASS,1,1,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/preferences/dialogs/CreateStepFilterDialog.java,32,213,org.eclipse.dltk.debug.ui.preferences.dialogs.CreateStepFilterDialog
6016779,LONG_METHOD,0,0,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v3/packages/PackageState.java,59,61,org.cloudfoundry.client.v3.packages..PackageState String
6016779,FEATURE_ENVY,0,0,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v3/packages/PackageState.java,59,61,org.cloudfoundry.client.v3.packages..PackageState String
6025409,GOD_CLASS,0,0,git@github.com:eclipse/buildship.git,3111a7a9fe3e22d6123366686874ecd42aa2a53a,/org.eclipse.buildship.core/src/main/java/org/eclipse/buildship/core/internal/launch/LaunchConfigurationScope.java,75,81,org.eclipse.buildship.core.internal.launch.LaunchConfigurationScope.IncludeAllLaunchConfigurationScope
6051731,GOD_CLASS,1,3,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4,/org.eclipse.dawnsci.slicing.api/src/org/eclipse/dawnsci/slicing/api/system/DimsDataList.java,26,549,org.eclipse.dawnsci.slicing.api.system.DimsDataList
6051478,LONG_METHOD,0,0,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4,/org.eclipse.dawnsci.nexus/autogen/org/eclipse/dawnsci/nexus/impl/NXpolarizerImpl.java,79,82,org.eclipse.dawnsci.nexus.impl.NXpolarizerImpl#getComposition
6051478,FEATURE_ENVY,0,0,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4,/org.eclipse.dawnsci.nexus/autogen/org/eclipse/dawnsci/nexus/impl/NXpolarizerImpl.java,79,82,org.eclipse.dawnsci.nexus.impl.NXpolarizerImpl#getComposition
6073506,GOD_CLASS,0,0,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5,/services/things/persistence/src/main/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategy.java,21,31,org.eclipse.ditto.services.things.persistence.actors.strategies.events.AttributesDeletedStrategy
6073975,LONG_METHOD,0,0,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a,/langtools-classfile/src/org/eclipse/ceylon/langtools/classfile/Annotation.java,134,137,org.eclipse.ceylon.langtools.classfile.Annotation.Primitive_element_value#length
