sample_id,label,binary_target,severity_ordinal,repository,commit_hash,path,start_line,end_line,code_name,wmc,cbo,lcom,rfc,dit,loc,cc_max,nom,nof,cida,coa,jdeodorant_top,iplasma_top,designite_top,jspirit_top,code_churn,volatility,bug_fix_ratio,author_count,expert_score,hotspot_score,cm_score,complexity_level
SMOTE_SYNTHETIC_500,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0005576291605318284,0.06040443056617607,0.6666666666666667,0.007242011386021438,0.0,0.002010012477110885,0.018731558608505942,0.0008171108945499027,0.011884510023412148,0.15182892975993398,0.014798660944415155,0.7330088192335874,0.5072312396144002,0.7908124243493807,0.2948672219812428,0.0011579978225615024,0.09635986764637418,0.0,0.032554431905897255,0.58883248748085,0.496883472867761,0.5847150220679954,0.35214863305861677
SMOTE_SYNTHETIC_1442,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0015083360418680577,0.045277987331324536,0.7491302854902595,0.005779382302947864,0.0,0.0019271427659297482,0.01825199362189149,0.0023825833608428007,0.00397427789493794,0.10128482636325921,0.03357666949135976,1.0,0.624415714190611,0.6986729122793084,0.5857320574029765,0.0019896361721849056,0.014283821754159931,0.0,0.016045373909109012,0.7458560676350121,0.6859175406567378,0.7538854971276732,0.5195926741664826
SMOTE_SYNTHETIC_1104,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,6.210468537489258e-05,0.039428889474912465,0.0,0.005578897225958904,0.0,0.00420758764873469,0.002184014769017056,0.000152471619297894,0.004226887238898564,0.09828066460576751,0.0009404848287633254,0.39500464245224187,0.33368354618228696,0.665973036807253,0.27862453168461404,0.0017481352615645622,0.07842846136469232,0.0,0.011235955056179775,0.4204498851602999,0.4136752702440044,0.2730223033075379,0.01729739697061508
3799104,LONG_METHOD,0,0,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/com/alibaba/jstorm/utils/PathUtils.java,99,105,com.alibaba.jstorm.utils.PathUtils.rmpath String,0.0012111637704054765,0.0183585313174946,0.9272727272727272,0.004072446683099347,0.0,0.0009052774989244227,0.022222222222222223,0.0014221073044602456,0.0008831321754489255,0.2121212121212121,0.0215311004784689,0.885,0.5401212121212121,0.4996119348173933,0.4,0.0005834040286991964,0.1742961977473227,0.0,0.0449438202247191,0.5980031494640368,0.3051999999999999,0.6661818181818182,0.5421818181818181
SMOTE_SYNTHETIC_1703,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0004659797924357177,0.009319879857806851,0.0,0.0014166485382086738,1.0,0.00035166341347798676,0.04916086810196822,0.0001292824822236587,0.0010686513830818795,1.0,0.012846390554236498,0.5097760138619474,0.15753819084781406,0.5061357502927848,0.07395825033417117,0.004287512235653899,0.3395769854689453,0.22635059943724162,0.1623947328644625,0.31312404651547754,0.5251002439840884,0.17435415504678398,0.24777077523391977
SMOTE_SYNTHETIC_4906,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0013118358116265471,0.13775751527607638,0.9376138318246544,0.013490601200994764,1.0,0.004950915487529513,0.0169848648939216,0.002101540549220874,0.0018519361896483701,0.14120599188329722,0.13248439088667255,0.980908106364704,0.776970621105008,0.7236636078676698,0.6,0.005698193376107273,0.20025184419603234,0.04961706942600588,0.027620285924124743,0.7906811913667136,0.7148851208278018,0.7805782460497014,0.5417237596678192
SMOTE_SYNTHETIC_843,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0008597097323043949,0.011169157915145169,0.7297627264036953,0.002179814399378105,0.0,0.0009488454456188339,0.024063733078417304,0.0013569246149656119,0.0035858381971174153,0.22015886405591084,0.010965468913243088,0.5406671476876767,0.38584444670641815,0.38517673116567536,0.2,0.0005080764325387444,0.10602907698259288,0.4164339942643894,0.011235955056179775,0.3868955721838235,0.3907235757377649,0.46963643493057605,0.4361653595350946
4301650,LONG_METHOD,0,0,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-core/src/main/java/org/apache/kerby/kerberos/kerb/type/base/EncryptedData.java,63,66,org.apache.kerby.kerberos.kerb.type.base.EncryptedData#getName,0.0007898894154818325,0.012958963282937365,0.9555555555555556,0.002250562640660165,1.0,0.0005915674745446723,0.016666666666666666,0.001292824822236587,0.0005887547836326171,0.2,0.009569377990430622,0.5266666666666666,0.4316111111111111,0.3407505473802129,0.4,0.0006797459783926416,0.17710247034418816,0.0,0.033707865168539325,0.4378442288227288,0.3555999999999999,0.5506666666666666,0.4666666666666667
SMOTE_SYNTHETIC_818,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.007615403643779483,0.0,0.0012952994988282428,1.0,0.00040659549708678655,0.0,0.0,0.0005138881421317879,0.0,0.0,0.105777956612097,0.09320016095088732,0.17214800454986373,0.05086439623566335,0.0012348503792109543,0.17343036656883917,0.0,0.03922871952408277,0.10589779826200618,0.49538595163533006,0.08462236528967762,0.0
6923161,LONG_METHOD,0,0,git@github.com:google/google-java-format.git,df76e0c7fe82711c8600768fca19d0ebaf2ca3d2,/core/src/main/java/com/google/googlejavaformat/Doc.java,372,374,com.google.googlejavaformat.Doc.Level.union Range<Integer>|Range<Integer>,0.003896787783043707,0.04103671706263499,0.8511904761904762,0.010181116707748366,0.0,0.003916893732970027,0.022222222222222223,0.006334841628959276,0.010303208713570797,0.1071428571428571,0.05143540669856459,1.0,0.9387380952380951,0.885992158460207,0.8,0.0039553722679697804,0.2898660507310416,0.4117647058823529,0.033707865168539325,0.9289233602065308,0.8235294117647058,0.9553571428571428,0.7353571428571428
SMOTE_SYNTHETIC_1391,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0005859607331839965,0.01546333961247363,1.0,0.002166228639616399,1.0,0.000510515178576758,0.005555555555555556,0.0014385771587801027,0.0004948329463789875,0.0,0.004173791101510687,0.5225478864632819,0.43657890375168884,0.30977980607924666,0.4,0.0006322507940272454,0.27025212803370463,0.02861252138922909,0.15108367195859182,0.4308937179061653,0.33933728715148226,0.5608477843591197,0.40901915458531274
4716573,FEATURE_ENVY,0,0,git@github.com:apache/incubator-atlas.git,e0d2cdc27c32742ebecd24db4cca62dc04dcdf4b,/typesystem/src/main/java/org/apache/atlas/typesystem/types/DataTypes.java,477,479,org.apache.atlas.typesystem.types.DataTypes.ArrayType#getElemType,0.0001579778830963665,0.026997840172786176,0.6666666666666667,0.0025720715893259027,1.0,0.0006632726229743296,0.005555555555555556,0.00038784744667097606,0.0029437739181630853,0.125,0.0011961722488038277,0.3349999999999999,0.3878333333333333,0.5375019094658586,0.2,0.0024861575351447403,0.3351368912455254,0.0,0.0449438202247191,0.3683651838453436,0.7,0.524,0.244
SMOTE_SYNTHETIC_3603,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.015088774485754526,0.15778828667002887,0.9841402491551952,0.021651810762842835,0.0,0.016083601578146298,0.09227317888919306,0.0109104954067063,0.02136640814976515,0.03605875871737428,0.10914572741077995,1.0,0.996828049831039,0.8245569772394233,1.0,0.022475049785822775,0.27260990512592564,0.23611415709083147,0.08444489919751966,0.9828872741399352,0.7708342471272495,0.9952420747465585,0.9758659158897286
SMOTE_SYNTHETIC_3822,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.002206635572044184,0.04430201914236655,0.5265089852681245,0.0026960810392018418,0.0,0.0013629575978189687,0.11405508362876718,0.0009533412359328973,0.002018062548690301,0.5639773149992972,0.05351003191582934,0.9939732699125396,0.622699446838948,0.6291790739427553,0.6,0.0005468315523330821,0.20575920274921253,0.0,0.03248897593736757,0.7314808660267597,0.2860675990602505,0.7842169973152489,0.7834937897047536
SMOTE_SYNTHETIC_1875,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0008931597163240236,0.01848454747410408,1.0,0.0025845773187247213,0.0,0.0007219688551713618,0.07200612784996226,0.00038784744667097606,0.0002886521950240223,0.1634252510827673,0.02828452595846348,0.865174167856717,0.4950892604003258,0.3831728746911109,0.6,0.0005193322043854592,0.20413325441422014,0.0,0.027980626440992154,0.6067375091555149,0.2716816836727142,0.6410891156361902,0.6949108843638098
SMOTE_SYNTHETIC_126,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.005797121443466571,0.15383787855253042,0.5905639076327718,0.028502052016109985,0.0,0.00843411993410498,0.052272106981151076,0.004868566925397125,0.015729004238482537,0.14256320731026506,0.18923688190629406,1.0,0.9181127815265544,0.896092161563088,0.6408979256607193,0.016000543633232212,0.32899156732670676,0.04862454074886825,0.15091491458567616,0.8837729700640977,0.7145873622246605,0.8771691722898315,0.7653487574219754
8904717,FEATURE_ENVY,0,0,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AbortTxnsRequest.java,95,98,org.apache.hadoop.hive.metastore.api.AbortTxnsRequest._Fields short|String,0.0024749868351764087,0.056155507559395246,0.76,0.008787911263530169,0.0,0.002832353362971461,0.027777777777777776,0.0033613445378151263,0.003532528701795702,0.0769230769230769,0.014354066985645933,0.904,0.7841666666666667,0.7861280732608195,0.8,0.001343434965169709,0.1595587933735587,0.3333333333333333,0.033707865168539325,0.8395786411315075,0.7999999999999999,0.904,0.704
SMOTE_SYNTHETIC_1177,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.00031578894952181665,0.00540983104291804,0.6677226161935673,0.0010723754899969354,1.0,0.000215143839170557,0.022169424745877193,0.0003886665413266197,0.00029624247782202045,0.9974657211354386,0.007165665615141022,0.2853643025867807,0.23062266350370406,0.41012375507367776,0.0006335697161403476,0.003943528940138892,0.2892799794609991,0.41046029764324043,0.03367227136426178,0.23152055707561228,0.8212798293155325,0.30840548461832984,0.3281013711545825
7300150,GOD_CLASS,1,1,git@github.com:spring-projects/spring-amqp.git,1614a4b0532b83e29b2a2fdb8dac102576b8aa51,/spring-rabbit/src/main/java/org/springframework/amqp/rabbit/core/RabbitGatewaySupport.java,43,117,org.springframework.amqp.rabbit.core.RabbitGatewaySupport,0.000315955766192733,0.012958963282937365,0.6,0.0013932054442181974,0.0,0.000286820593718629,0.005555555555555556,0.0007756948933419521,0.0005887547836326171,0.5,0.0,0.3,0.291,0.39207698966342486,0.2,0.0004415672694282908,0.2262456599788445,0.2857142857142857,0.02247191011235955,0.2998403197096087,0.3167142857142856,0.372,0.248
SMOTE_SYNTHETIC_2886,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0014873962288597495,0.05204045349925284,0.838559902484375,0.007566948002448771,1.0,0.0025511985111523047,0.027777777777777776,0.0023913513799652354,0.009354584110010184,0.09035132031699789,0.016452566523867652,0.7814020964883674,0.6688224527178032,0.7764993571182294,0.6,0.0032758623131762875,0.3236449348323918,0.11370697600245844,0.0731313621113114,0.7216284990012873,0.7341120928007375,0.7775332058336857,0.5775332058336856
SMOTE_SYNTHETIC_3668,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.003049596921335115,0.13217301945926427,0.9325252698161705,0.009236481212506082,1.0,0.0028733017078998555,0.045772114955662385,0.0022904902490055185,0.003576928533462779,0.27286217158483994,0.09187212504773189,1.0,0.8701536406573926,0.8437198042663002,0.8,0.0019056296274503884,0.1319136095144462,0.0,0.011235955056179775,0.9010079255605644,0.6152985510217401,0.973669426481005,0.8384490403213896
SMOTE_SYNTHETIC_3649,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0006271567536648765,0.031379188303904314,0.6766063064584054,0.003486502850697906,1.0,0.0014468761260763609,0.01402539038640684,0.0012440661083084883,0.004794482014815969,0.29489608861754957,0.010030067562850206,0.6029883714979325,0.4617356019736131,0.6602580052238458,0.24754297304467687,0.0009254550224620957,0.0,0.0,0.011235955056179775,0.4997053968590457,0.47482097118698763,0.5554708702140805,0.34875095134535417
SMOTE_SYNTHETIC_3285,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.021199069641386674,0.0,0.0019529261457446197,1.0,0.0007579383824962805,0.0,0.0,0.003990840348795295,0.0,0.0,0.2733413079891457,0.22450837338860294,0.4923786634824265,0.2,0.002817703713173458,0.17861649180128836,0.04231538414421318,0.03703604144954486,0.2984632020304694,0.4023222060964501,0.23556406185508874,0.0
8566692,FEATURE_ENVY,0,0,git@github.com:apache/hbase.git,44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f,/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java,1729,1742,org.apache.hadoop.hbase.regionserver.HStore#hasReferences,0.006477093206951027,0.24298056155507558,0.9158936301793444,0.0475833244025292,0.0,0.01600817438692098,0.03333333333333333,0.01279896574014221,0.05946423314689432,0.0154105154105154,0.10406698564593302,1.0,0.9831787260358688,0.8598349654411572,0.8,0.032459208550883266,0.49626337925304254,0.0580204778156996,0.7415730337078652,0.9346063998877971,0.7174061433447099,0.9747680890538032,0.7947680890538034
SMOTE_SYNTHETIC_4433,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.015367090429933932,0.15588348184467077,0.8510734898917782,0.028790096672523604,1.0,0.01225330353672082,0.3264954904343567,0.011676941089641837,0.016719503425955178,0.10336035603873212,0.40256937046823454,1.0,0.9702146979783556,0.8849135899901676,1.0,0.016590556192969976,0.4006264209708281,0.12872525250147848,0.060652545718931104,0.9898376426351212,0.7386175757504435,0.9553220469675334,0.9071681724863229
SMOTE_SYNTHETIC_690,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0005300218402560391,0.031421858712152105,0.7570025499213818,0.0033015451361155614,0.0,0.0009041102332844152,0.02419465693789293,0.0005630301549865193,0.0027062944759804817,0.21983783881463936,0.013776069572650427,0.7030877956957515,0.4605485645921769,0.5844570204312225,0.29033588325471515,0.0007229809542682762,0.324194028738798,0.060924509302936025,0.055093919466821926,0.5195883865791339,0.39649515107154226,0.607621682948112,0.39472244792452654
SMOTE_SYNTHETIC_36,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0002868878138983223,0.012734339464056764,0.922399979296457,0.003414854024059159,1.0,0.00035558582549560547,0.009288885438298398,0.0005595346633621575,0.00029437739181630853,0.5343998757787423,0.02033492822966507,0.7718799751557485,0.35401597657049055,0.46819975986940565,0.4,0.000557862807654402,0.17451017196999324,0.07466659765485684,0.06606742736154098,0.5116603397986081,0.3142384317592348,0.461807970600969,0.3537439780542445
